link,title,pubDate,description,thumbnail,topic,source
https://www.cnnindonesia.com/olahraga/20231212152711-146-1036228/video-ronaldo-vs-messi-digelar-di-arab-saudi,VIDEO: Ronaldo vs Messi Digelar di Arab Saudi,2023-12-12T08:50:24.000Z,Cristiano Ronaldo berpotensi berhadapan dengan Lionel Messi dalam sebuah laga persahabatan Al Nassr vs Inter Miami pada awal Februari 2024.,https://akcdn.detik.net.id/visual/2023/12/12/thumbnail-video-7_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212135755-142-1036155/jadwal-lengkap-piala-dunia-antarklub-mulai-rabu-13-desember,"Jadwal Lengkap Piala Dunia Antarklub, Mulai Rabu 13 Desember",2023-12-12T08:35:36.000Z,Berikut jadwal lengkap Piala Dunia Antarklub 2023 yang akan dimulai pada Rabu (13/12) dini hari waktu Indonesia.,https://akcdn.detik.net.id/visual/2023/12/12/fbl-uae-club-world-cup-palmeiras-chelsea_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212144850-142-1036190/5-fakta-jelang-mu-vs-munchen-di-liga-champions,5 Fakta Jelang MU vs Munchen di Liga Champions,2023-12-12T08:18:50.000Z,"Manchester United akan menghadapi Bayern Munchen dalam laga Liga Champions, Rabu (13/12) dini hari WIB. Berikut fakta menarik jelang MU vs Munchen.",https://akcdn.detik.net.id/visual/2023/09/21/bayern-munchen-vs-manchester-united-1_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212134231-142-1036146/ronaldo-pamer-selebrasi-baru-saat-al-nassr-bantai-al-shabab-5-2,Ronaldo Pamer Selebrasi Baru saat Al Nassr Bantai Al Shabab 5-2,2023-12-12T07:53:25.000Z,Cristiano Ronaldo mempertontonkan selebrasi gol berbeda usai mencetak gol spesial saat Al Nassr kalahkan Al Shabab pada perempat final King's Cup 2023.,https://akcdn.detik.net.id/visual/2023/12/12/fbl-ksa-cup-shabab-nassr-7_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212125406-170-1036107/bwf-world-tour-finals-anthony-ginting-hadapi-situasi-genting,BWF World Tour Finals: Anthony Ginting Hadapi Situasi Genting,2023-12-12T07:35:41.000Z,Anthony Sinisuka Ginting menghadapi situasi genting di grup A BWF World Tour Finals. Ia harus mengeluarkan level permainan terbaik untuk lolos ke semifinal.,https://akcdn.detik.net.id/visual/2023/06/18/anthony-ginting-lolos-ke-final-indonesia-open-2023-5_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212132148-170-1036121/jadwal-bwf-world-tour-finals-rabu-fajar-rian-vs-bagas-fikri,Jadwal BWF World Tour Finals Rabu: Fajar/Rian vs Bagas/Fikri,2023-12-12T07:14:41.000Z,Hari pertama BWF World Tour Finals 2023 akan digelar pada Rabu (13/12). Berikut jadwal wakil Indonesia di hari pertama BWF World Tour Finals.,https://akcdn.detik.net.id/visual/2023/08/03/fajar-alfianmuhammad-rian-ardianto-di-australia-open-2_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212134842-142-1036149/psis-banding-hukuman-tanpa-penonton-hingga-akhir-musim,PSIS Banding Hukuman Tanpa Penonton Hingga Akhir Musim,2023-12-12T06:55:44.000Z,PSIS Semarang resmi mengajukan banding hukuman tanpa penonton hingga akhir musim Liga 1 2023/2024 yang diberikan Komdis PSSI.,https://akcdn.detik.net.id/visual/2023/12/03/ricuh-psis-lawan-pss-suporter-saling-serang-1_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212123051-170-1036093/bwf-world-tour-finals-misi-gregoria-mariska-taklukkan-grup-neraka,BWF World Tour Finals: Misi Gregoria Mariska Taklukkan 'Grup Neraka',2023-12-12T06:35:24.000Z,Gregoria Mariska tergabung di grup A BWF World Tour Finals 2023 dan menghadapi An Se Young dan Tai Tzu Ying yang selama ini belum pernah ditaklukkan olehnya.,https://akcdn.detik.net.id/visual/2023/12/11/latihan-jelang-bwf-world-tour-finals-2023-13_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212125734-156-1036110/marquez-ke-ducati-yamaha-takut-quartararo-ikutan,"Marquez ke Ducati, Yamaha Takut Quartararo Ikutan",2023-12-12T06:15:24.000Z,"Direktur Olahraga Yamaha, Lin Jarvis, takut Fabio Quartararo bisa mengikuti jejak Marc Marquez yang secara mengejutkan bergabung dengan Ducati.",https://akcdn.detik.net.id/visual/2023/03/25/hari-pertama-motogp-portugal-2023-3_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212112049-142-1036063/pujian-bernada-ledekan-tuchel-untuk-mu-mereka-tim-berbahaya,Pujian Bernada Ledekan Tuchel untuk MU: Mereka Tim Berbahaya,2023-12-12T05:54:17.000Z,"Jelang pertandingan Manchester United vs Bayern Munchen, Thomas Tuchel mengeluarkan pujian yang terdengar seperti ledekan bagi tuan rumah.",https://akcdn.detik.net.id/visual/2023/12/12/soccer-germany-cgn-bayreport_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212122401-142-1036091/profil-faruk-koca-presiden-klub-ankaragucu-yang-tonjok-wasit-turki,"Profil Faruk Koca, Presiden Klub Ankaragucu yang Tonjok Wasit Turki",2023-12-12T05:34:23.000Z,Berikut profil Faruk Koca yang memukul wasit di liga Turki sehingga kompetisi di negara Transkontinental itu dihentikan sementara.,https://akcdn.detik.net.id/visual/2023/12/12/soccer-turkeyreferee_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212115723-142-1036083/erik-ten-hag-mu-bisa-mengalahkan-siapa-saja,Erik Ten Hag: MU Bisa Mengalahkan Siapa Saja,2023-12-12T05:05:34.000Z,Pelatih Manchester United Erik Ten Hag yakin timnya bisa mengalahkan siapa saja jelang pertandingan krusial Liga Champions melawan Bayern Munchen.,https://akcdn.detik.net.id/visual/2023/12/03/newcastle-vs-manchester-united-7_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212103853-170-1036052/world-tour-finals-segrup-jonatan-kunlavut-beri-ancaman-serius,"World Tour Finals: Segrup Jonatan, Kunlavut Beri Ancaman Serius",2023-12-12T04:46:25.000Z,"Kunlavut Vitidsarn, yang berada satu grup bersama Jonatan Christie, bertekad tampil lebih baik di BWF World Tour Finals 2023.",https://akcdn.detik.net.id/visual/2023/12/11/latihan-jelang-bwf-world-tour-finals-2023-10_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212110803-142-1036060/jadwal-siaran-langsung-mu-vs-munchen-di-liga-champions,Jadwal Siaran Langsung MU vs Munchen di Liga Champions,2023-12-12T04:25:09.000Z,"Manchester United akan menjamu Bayern Munchen pada laga krusial Liga Champions, Rabu (13/12) dini hari WIB. Berikut jadwal siaran langsung MU vs Munchen.",https://akcdn.detik.net.id/visual/2023/09/21/bayern-munchen-vs-manchester-united-6_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212103254-146-1036049/video-aksi-brutal-presiden-klub-turki-pukul-wasit-berujung-fatal,VIDEO: Aksi Brutal Presiden Klub Turki Pukul Wasit Berujung Fatal,2023-12-12T03:57:42.000Z,Pemukulan Presiden Klub Ankaragucu Faruk Koca kepada wasit Halil Umut Meler membuat liga sepak bola Turki dihentikan sampai waktu yang belum ditetapkan.,https://akcdn.detik.net.id/visual/2023/12/12/reuters_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212103753-142-1036050/profil-halil-umut-meler-wasit-turki-yang-dipukuli-presiden-klub,"Profil Halil Umut Meler, Wasit Turki yang Dipukuli Presiden Klub",2023-12-12T03:45:37.000Z,Halil Umut Meler adalah wasit 37 tahun asal Turki. Wasit kelahiran 1 Agustus 1986 itu kali pertama menjadi wasit FIFA pada 2017.,https://akcdn.detik.net.id/visual/2023/12/12/wasit-halil-umut-meler-1_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212100102-142-1036040/kronologi-wasit-fifa-dipukul-yang-bikin-liga-turki-diberhentikan,Kronologi Wasit FIFA Dipukul yang Bikin Liga Turki Diberhentikan,2023-12-12T03:25:41.000Z,Berikut kronologi pemukulan terhadap wasit Halil Umut Meler hingga membuat liga sepak bola Turki dihentikan.,https://akcdn.detik.net.id/visual/2023/12/12/wasit-halil-umut-meler-2_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212093348-172-1036022/foto-gala-dinner-world-tour-finals-bintang-ri-berbalut-pakaian-adat,"FOTO: Gala Dinner World Tour Finals, Bintang RI Berbalut Pakaian Adat",2023-12-12T03:05:33.000Z,"Sejumlah pemain bintang badminton Indonesia menggunakan pakai adat pada Gala Dinner BWF World Tour Finals 2023 di Hangzhou, China, Senin (11/12).",https://akcdn.detik.net.id/visual/2023/12/12/tim-indonesia-di-gala-dinner-bwf-world-tour-finals-2023-6_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212092729-178-1036020/megawati-dan-red-sparks-diintai-bahaya-kemenangan-semu-lawan-hi-pass,Megawati dan Red Sparks Diintai Bahaya Kemenangan Semu Lawan Hi Pass,2023-12-12T02:44:56.000Z,Megawati Hangestri Pertiwi dan kawan-kawan di Red Sparks dituntut tidak lengah saat menghadapi Gimcheon Korea Expressway Hi Pass.,https://akcdn.detik.net.id/visual/2023/11/02/liga-voli-korea-1_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212091340-175-1036014/bni-sirnas-b-riau-2023-lahirkan-juara-baru-dari-luar-klub-besar,BNI Sirnas B Riau 2023 Lahirkan Juara Baru dari Luar Klub Besar,2023-12-12T02:28:10.000Z,"Ketua Umum PBSI Pengprov Riau Eri Zulhendrizal, mengatakan bahwa meski sukses menggelar BNI Sirnas B Riau, masih banyak pekerjaan rumah yang harus diselesaikan.",https://akcdn.detik.net.id/visual/2023/12/12/arsip-bni-sirnas_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212090226-142-1036012/prediksi-man-utd-vs-bayern-munchen-di-liga-champions,Prediksi Man Utd vs Bayern Munchen di Liga Champions,2023-12-12T02:20:00.000Z,"Berikut prediksi Manchester United vs Bayern Munchen di Liga Champions, Rabu (13/12) dini hari WIB.",https://akcdn.detik.net.id/visual/2023/12/10/manchester-united-vs-bournemouth-4_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212082808-170-1035980/fajar-rian-dan-fikri-bagas-segrup-tegang-berat-semoga-lolos-bersama,"Fajar/Rian dan Fikri/Bagas Segrup: Tegang, Berat, Semoga Lolos Bersama",2023-12-12T01:50:13.000Z,Fajar Alfian/Muhammad Rian Ardianto dan Muhammad Shohibul Fikri/Bagas Maulana berharap bisa lolos bersama dalam persaingan fase grup BWF World Tour Finals.,https://akcdn.detik.net.id/visual/2023/12/11/latihan-jelang-bwf-world-tour-finals-2023-4_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212075948-142-1035976/2-nama-dibocorkan-masuk-daftar-50-pemain-timnas-piala-asia-2023,2 Nama Dibocorkan Masuk Daftar 50 Pemain Timnas Piala Asia 2023,2023-12-12T01:30:30.000Z,Baru dua nama yang dibocorkan dari data 50 pemain Timnas Indonesia yang didaftarkan bermain di Piala Asia 2023.,https://akcdn.detik.net.id/visual/2023/11/15/latihan-timnas-indonesia_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211215023-142-1035903/mu-vs-bayern-hari-penghakiman-setan-merah-di-liga-champions,"MU vs Bayern, Hari Penghakiman Setan Merah di Liga Champions",2023-12-12T01:10:00.000Z,"Manchester United akan menjalani laga penentu nasib lawan Bayern Munchen pada fase grup Liga Champions 2023/2024 di Old Trafford, Rabu (13/12) dini hari WIB.",https://akcdn.detik.net.id/visual/2023/09/21/bayern-munchen-vs-manchester-united-1_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212074748-142-1035971/wasit-dipukul-jatuh-presiden-klub-liga-turki-langsung-disetop,"Wasit Dipukul Jatuh Presiden Klub, Liga Turki Langsung Disetop",2023-12-12T00:52:03.000Z,Federasi Sepak Bola Turki (TFF) menghentikan seluruh liga di negara tersebut pada Selasa (12/12) sampai waktu yang belum ditetapkan.,https://akcdn.detik.net.id/visual/2023/12/12/soccer-turkeyreferee-1_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212072056-142-1035959/presiden-klub-pukul-ko-wasit-turki-buat-erdogan-sampai-buka-suara,"Presiden Klub Pukul KO Wasit Turki, Buat Erdogan sampai Buka Suara",2023-12-12T00:26:18.000Z,Sebuah aksi brutal dilakukan Presiden Klub MKE Ankaragucu Faruk Koca yang memukul wasit Halil Umut Meler hingga terjatuh.,https://akcdn.detik.net.id/visual/2023/12/12/soccer-turkeyreferee_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211173305-142-1035814/16-besar-liga-champions-10-tim-berebut-4-tiket-tersisa,16 Besar Liga Champions: 10 Tim Berebut 4 Tiket Tersisa,2023-12-12T00:08:16.000Z,Liga Champions tinggal menyisakan empat tiket lagi untuk melengkapi komposisi 16 besar. Berikut peta perebutan tiket di matchday terakhir Liga Champions.,https://akcdn.detik.net.id/visual/2023/10/26/psg-vs-ac-milan-5_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212064601-142-1035952/al-nassr-vs-inter-miami-1-februari-ronaldo-lawan-messi-lagi,Al Nassr vs Inter Miami 1 Februari: Ronaldo Lawan Messi Lagi,2023-12-11T23:50:06.000Z,Cristiano Ronaldo berpotensi berhadapan dengan Lionel Messi dalam sebuah laga persahabatan ketika Al Nassr berjumpa Inter Miami pada awal Februari 2024.,https://akcdn.detik.net.id/visual/2023/01/20/debut-ronaldo-di-al-nassr-vs-messi-7_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212062437-170-1035947/jadwal-lengkap-bwf-world-tour-finals-2023,Jadwal Lengkap BWF World Tour Finals 2023,2023-12-11T23:30:10.000Z,"Berikut jadwal lengkap BWF World Tour Finals 2023 yang akan dimulai Rabu (13/12) di Hangzhou Olympic Sports Expo Center, China.",https://akcdn.detik.net.id/visual/2023/12/11/latihan-jelang-bwf-world-tour-finals-2023-11_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212055812-178-1035943/top-3-sports-ibrahimovic-kembali-ke-milan-fajar-rian-vs-bagas-fikri,"Top 3 Sports: Ibrahimovic Kembali ke Milan, Fajar/Rian vs Bagas/Fikri",2023-12-11T23:10:28.000Z,Ibrahimovic yang kembali ke Milan dan laga Fajar/Rian vs Bagas/Fikri masuk dalam deretan berita populer di kanal olahraga CNNIndonesia.com dalam 24 jam.,https://akcdn.detik.net.id/visual/2023/06/05/zlatan-ibrahimovic-pensiun-6_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212052752-142-1035942/jadwal-siaran-langsung-liga-champions-man-utd-vs-bayern,Jadwal Siaran Langsung Liga Champions: Man Utd vs Bayern,2023-12-11T22:55:35.000Z,Jadwal siaran langsung Liga Champions malam ini akan menyajikan pertandingan Manchester United vs Bayern Munchen.,https://akcdn.detik.net.id/visual/2023/12/10/manchester-united-vs-bournemouth-4_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212050329-156-1035941/rossi-usai-finis-kedua-di-gulf-12-hours-sungguh-memalukan,Rossi Usai Finis Kedua di Gulf 12 Hours: Sungguh Memalukan,2023-12-11T22:25:00.000Z,"Valentino Rossi mengungkapkan perasaannya setelah berhasil merebut podium kedua pada balapan ketahanan Gulf 12 Hours 2023 di Abu Dhabi, Minggu (10/12).",https://akcdn.detik.net.id/visual/2023/09/08/valentino-rossi_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212044120-142-1035939/ronaldo-senang-bukan-kepalang-usai-cetak-gol-ke-50-di-2023,Ronaldo Senang Bukan Kepalang Usai Cetak Gol Ke-50 di 2023,2023-12-11T22:05:00.000Z,Ronaldo mengungkapkan perasaan senangnya usai mencetak gol yang ke-50 di tahun 2023 di laga Al Shabab vs Al Nassr pada Piala Raja Arab.,https://akcdn.detik.net.id/visual/2023/12/12/fbl-ksa-cup-shabab-nassr-8_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212020349-178-1035924/cemerlang-seperti-megawati-pemain-thailand-dipuji-di-korea,"Cemerlang Seperti Megawati, Pemain Thailand Dipuji di Korea",2023-12-11T21:45:39.000Z,"Pemain IBK Altos asal Thailand, Pornpun Guedpard juga mendapat pujian di Liga Voli Korea sama seperti Megawati Hangestri Pertiwi.",https://akcdn.detik.net.id/visual/2023/12/12/volley_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212035735-144-1035930/foto-ronaldo-unjuk-skill-dan-cetak-gol-di-al-shabab-vs-al-nassr,FOTO: Ronaldo Unjuk Skill dan Cetak Gol di Al Shabab vs Al Nassr,2023-12-11T21:15:07.000Z,"Penyerang Al Nassr Cristiano Ronaldo menunjukkan gocekan indah dan mencetak gol saat Al Nassr menang 5-2 atas Al Shabab, Selasa (12/12) dini hari WIB.",https://akcdn.detik.net.id/visual/2023/12/12/fbl-ksa-cup-shabab-nassr-6_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212033434-142-1035928/ronaldo-cetak-gol-ke-50-di-2023-saat-al-nassr-bantai-al-shabab,Ronaldo Cetak Gol Ke-50 di 2023 Saat Al Nassr Bantai Al Shabab,2023-12-11T20:45:33.000Z,"Ronaldo cetak rekor fantastis saat Al Nassr membantai Al Shabab 5-2 yang memastikan lolos ke semifinal King's Cup 2023, Selasa (12/12) dini hari WIB.",https://akcdn.detik.net.id/visual/2023/12/12/fbl-ksa-cup-shabab-nassr_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212013751-142-1035922/hasil-kings-cup-ronaldo-cetak-gol-al-nassr-lolos-semifinal,"Hasil King's Cup: Ronaldo Cetak Gol, Al Nassr Lolos Semifinal",2023-12-11T20:02:31.000Z,"Ronaldo sukses bawa Al Nassr lolos ke semifinal King's Cup Arab Saudi 2023/2024 usai membantai Al Shabab di babak perempat final, Selasa (12/12) dini hari WIB.",https://akcdn.detik.net.id/visual/2023/07/29/al-nassr-vs-al-shabab-1_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231212002645-142-1035918/klub-marselino-disorot-usai-beerschot-vs-deinze-banjir-kartu-merah,Klub Marselino Disorot Usai Beerschot vs Deinze Banjir Kartu Merah,2023-12-11T19:00:57.000Z,"Klub Marselino Ferdinan, KMSK Deinze, kini jadi sorotan karena pertandingan Liga Belgia melawan Beerschot banjir kartu merah.",https://akcdn.detik.net.id/visual/2023/05/13/indonesia-vs-vietnam-14_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211143519-142-1035699/manchester-united-kembali-mengecewakan-saat-mulai-dibebankan-harapan,Manchester United: Kembali Mengecewakan Saat Mulai Dibebankan Harapan,2023-12-11T18:00:14.000Z,Manchester United sempat berada di atas angin seiring terpilihnya Erik Ten Hag dan Harry Maguire sebagai pemain terbaik November. Namun mereka kembali terpuruk.,https://akcdn.detik.net.id/visual/2023/12/10/manchester-united-vs-afc-bournemouth-1_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211235314-170-1035916/kata-kata-an-se-young-raih-gelar-pemain-putri-terbaik-bwf-2023,Kata-kata An Se Young Raih Gelar Pemain Putri Terbaik BWF 2023,2023-12-11T17:15:22.000Z,"An Se Young memberikan komentarnya usai berhasil meraih gelar BWF Player of The Year 2023 atau Pemain Putri Terbaik BWF 2023, Senin (11/12).",https://akcdn.detik.net.id/visual/2023/12/11/badminton-1_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211231623-170-1035911/reaksi-seo-jadi-pemain-putra-terbaik-bwf-2023-kalahkan-axelsen,Reaksi Seo Jadi Pemain Putra Terbaik BWF 2023 Kalahkan Axelsen,2023-12-11T16:30:14.000Z,"Pemain badminton asal Korea Selatan, Seo Seung Jae, mengungkapkan perasaannya usai meraih penghargaan BWF Male Player of The Year 2023 mengalahkan Axelsen.",https://akcdn.detik.net.id/visual/2023/12/11/badminton-aus_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211222412-170-1035907/seo-seung-jae-dan-an-se-young-raih-gelar-bwf-player-of-the-year-2023,Seo Seung Jae dan An Se Young Raih Gelar BWF Player of The Year 2023,2023-12-11T15:50:09.000Z,"Dua pemain Korea Selatan Seo Seung Jae dan An Se Young berhasil meraih gelar BWF Player of The Year atau Pemain Terbaik BWF 2023, Senin (11/12).",https://akcdn.detik.net.id/visual/2023/12/11/badminton_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211183158-142-1035854/malaysia-dinilai-punya-peluang-lebih-bagus-dibanding-timnas-indonesia,Malaysia Dinilai Punya Peluang Lebih Bagus Dibanding Timnas Indonesia,2023-12-11T15:20:37.000Z,"Media berbasis data, Football Rankings menilai Malaysia punya kans lebih bagus dibandingkan Indonesia di ajang Piala Asia 2023.",https://akcdn.detik.net.id/visual/2023/11/18/timnas-indonesia_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211212546-142-1035902/kata-kata-ten-hag-jelang-man-utd-vs-bayern-di-liga-champions,Kata-kata Ten Hag Jelang Man Utd vs Bayern di Liga Champions,2023-12-11T14:50:52.000Z,Pelatih Manchester United (MU) Erik Ten Hag menyatakan siap bertanggung jawab penuh terhadap nasib tim yang sedang berada di ujung tanduk di Liga Champions.,https://akcdn.detik.net.id/visual/2023/11/02/manchester-united-vs-newcastle-united-5_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211203422-142-1035890/ibrahimovic-resmi-kembali-ke-ac-milan,Ibrahimovic Resmi Kembali ke AC Milan,2023-12-11T14:20:44.000Z,"Zlatan Ibrahimovic resmi kembali ke AC Milan. Bukan sebagai pemain, ia menjabat sebagai penasihat senior.",https://akcdn.detik.net.id/visual/2023/06/05/zlatan-ibrahimovic-pensiun-5_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211202110-142-1035886/mu-bakal-buang-5-pemain-bintang-di-bursa-transfer-januari,MU Bakal 'Buang' 5 Pemain Bintang di Bursa Transfer Januari,2023-12-11T13:53:15.000Z,Manchester United dikabarkan bakal melepas lima pemain bintang mereka di bursa transfer Januari 2024.,https://akcdn.detik.net.id/visual/2023/09/27/britain-soccer-league-cup_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211165912-142-1035799/mu-ayam-sayur-di-old-trafford-5-kali-kalah-dan-kebobolan-tiga-gol,MU 'Ayam Sayur' di Old Trafford: 5 Kali Kalah dan Kebobolan Tiga Gol,2023-12-11T13:31:24.000Z,Manchester United kalah 0-3 dari Bournemouth dalam lanjutan Liga Inggris. Kekalahan ini menambah panjang derita MU di Old Trafford musim ini.,https://akcdn.detik.net.id/visual/2023/10/01/mu-menangis-di-old-trafford_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211185717-142-1035859/pssi-jay-idzes-dan-nathan-ditunggu-ambil-sumpah-wni,PSSI: Jay Idzes dan Nathan Ditunggu Ambil Sumpah WNI,2023-12-11T13:14:50.000Z,Anggota Komite Eksekutif (Exco) PSSI Arya Sinulingga menyatakan dokumen Keputusan Presiden (Keppres) naturalisasi Jay Idzes dan Nathan Tjoe A On sudah terbit.,https://akcdn.detik.net.id/visual/2023/04/10/jay-idzes_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211194817-170-1035874/hasil-drawing-bwf-world-tour-finals-perang-fajar-rian-vs-bagas-fikri,Hasil Drawing BWF World Tour Finals: Perang Fajar/Rian vs Bagas/Fikri,2023-12-11T12:56:06.000Z,"Drawing BWF World Tour Finals telah digelar pada gala dinner, Senin (11/12). Berikut hasil drawing BWF World Tour Finals 2023.",https://akcdn.detik.net.id/visual/2023/10/21/bagas-maulanamuhammad-shohibul-fikri-1_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211192959-156-1035871/galang-hendra-gabung-progp-racing-untuk-supersport-300-wsbk-2024,Galang Hendra Gabung ProGP Racing untuk Supersport 300 WSBK 2024,2023-12-11T12:34:21.000Z,"Pembalap Indonesia, Galang Hendra bergabung ke ProGP Racing untuk musim balap World Super Sport 300 2024.",https://akcdn.detik.net.id/visual/2021/11/21/pembalap-galang-hendra-pratama_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211182437-142-1035842/9-klub-besar-eropa-keok-di-liga-mu-hingga-barcelona-jadi-korban,9 Klub Besar Eropa Keok di Liga: MU hingga Barcelona Jadi Korban,2023-12-11T12:14:07.000Z,Desember jadi momen 'gila' bagi klub-klub raksasa Eropa. Buktinya ada sembilan klub elite Eropa yang menelan kekalahan di kompetisi lokal.,https://akcdn.detik.net.id/visual/2023/12/11/barcelona-vs-girona-1_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211183852-142-1035852/pssi-sudah-kirim-surat-pindah-federasi-justin-hubner-ke-fifa,PSSI Sudah Kirim Surat Pindah Federasi Justin Hubner ke FIFA,2023-12-11T11:51:20.000Z,Anggota Komite Eksekutif (Exco) PSSI Arya Sinulingga menyatakan pihaknya sudah mengirim surat kepada FIFA soal perpindahan federasi Justin Hubner.,https://akcdn.detik.net.id/visual/2023/12/06/soccer-2_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211173829-142-1035816/steve-darby-timnas-indonesia-bisa-mengejutkan-di-piala-asia-2023,Steve Darby: Timnas Indonesia Bisa Mengejutkan di Piala Asia 2023,2023-12-11T11:29:10.000Z,Steve Darby yakin Timnas Indonesia bisa tampil mengejutkan di Piala Asia 2023 jika persiapan tim asuhan Shin Tae Yong dikelola dengan baik sebelum turnamen.,https://akcdn.detik.net.id/visual/2023/11/17/timnas-irak-vs-timnas-indonesia-di-kualifikasi-piala-dunia-2026-3_169.jpeg?w=360&q=90,olahraga,cnn
https://www.cnnindonesia.com/olahraga/20231211165247-142-1035795/indonesia-diremehkan-di-piala-asia-peluang-juara-grup-015-persen,"Indonesia Diremehkan di Piala Asia: Peluang Juara Grup 0,15 Persen",2023-12-11T11:09:24.000Z,"Media berbasis data, Football Rankings, memprediksi peluang juara Timnas Indonesia di Grup D Piala Asia 2023 hanya 0,15 persen.",https://akcdn.detik.net.id/visual/2023/11/17/timnas-irak-vs-timnas-indonesia-di-kualifikasi-piala-dunia-2026-1_169.jpeg?w=360&q=90,olahraga,cnn
